genes:	1550 1837 1582 1213 298 552 744 815 547 320 1662 1316 115 1623 630 515 1667 312 1228 885 244 1348 1399 289 766 401 332 1887 338 1937 372 1181 1942 18 879 1049 1767 72 2 896 1097 226 1331 706 1939 56 271 1820 316 1353 1115 767 1691 1379 76 1464 665 1543 1834 893 1187 243 1366 133 1329 1216 1957 1226 1621 738 1240 621 784 713 1734 247 444 1515 1357 1528 518 1249 1146 952 1278 1268 1 1259 1102 1351 770 704 1970 22 1451 1201 1122 886 384 796
samples:	150 50 124 70 184 187 23 71 75 118 98 105 99 59 194 37 16 85 109 43
id:	4
genes:	625 1721 479 1294 498 671 1682 453 1584 1255 1289 1689 967 1236 1443 1379 579 1500 1860 86 1122 538 114 1383 249 802 1297 44 1762 98 1884 1331 90 932 667 515 871 605 1433 1002 16 1636 1892 949 1976 212 1536 507 1277 1498 87 1356 220 1826 1112 1080 316 673 232 569 402 322 184 791 820 1342 699 1550 1986 1660 1842 1061 1789 1609 1086 734 1214 1967 175 1810 1077 1278 336 55 1954 1930 306 1439 489 1743 1541 1125 1497 1953 587 1082 1115 1737 424 516
samples:	80 95 57 36 87 131 142 4 178 90 149 185 16 76 141 163 42 151 177 196
id:	5
genes:	440 1379 697 714 1683 713 1393 1976 731 533 846 1347 543 464 455 394 1317 283 911 375 1210 554 1632 1903 1500 688 1059 1871 967 6 1601 10 625 1205 787 90 1025 160 1285 1161 1470 1020 138 45 552 1272 821 1795 360 1961 399 628 1783 229 618 667 729 516 674 1931 73 402 668 1924 980 216 560 121 1680 1095 44 551 1449 798 526 529 716 1054 1855 1838 1053 1457 49 1805 684 1290 1848 1585 1729 8 1890 1063 432 1828 1971 115 470 201 775 1741
samples:	84 159 134 58 28 80 95 187 145 100 167 33 147 26 94 86 35 12 67 3
id:	6
genes:	878 1581 1334 1580 1316 1272 400 1694 1111 150 1439 1966 194 1209 675 16 241 477 1459 162 289 1114 421 1208 1800 1340 974 1675 413 1472 1827 683 1333 1837 1830 432 491 1703 779 1489 83 1380 41 1914 345 252 435 512 732 635 907 1185 1199 1335 1207 192 1064 1669 1928 1271 1723 1998 1225 458 108 1679 1159 705 1004 59 311 598 831 955 558 649 1390 231 1528 1733 1823 999 1666 729 28 89 1824 1436 538 1618 531 1265 2 1343 87 478 1450 62 464 709
samples:	133 58 90 119 52 142 161 139 64 182 147 195 172 128 132 16 17 120 15 167
id:	7
genes:	1734 951 543 1706 763 1448 527 783 44 838 216 1594 1257 1013 798 1240 453 1149 724 1939 90 1940 324 1217 1134 542 309 1327 288 1528 370 1704 1969 536 1552 1228 1788 322 183 11 775 1476 1831 227 1305 452 874 1132 1093 93 909 1136 466 891 202 351 357 184 1259 1492 1022 1801 1866 1018 212 1414 1385 1128 1724 1231 562 1393 63 794 684 663 1330 152 744 1924 1576 280 1571 1925 1319 531 364 1278 318 29 833 464 1670 1282 571 36 692 411 1800 894
samples:	191 174 183 79 153 166 87 156 0 75 198 184 197 167 97 47 7 41 126 157
id:	8
genes:	764 1840 184 1700 1942 1122 1302 1239 793 1446 1038 1714 108 565 1574 756 618 254 1108 1517 1504 1960 441 1676 1422 1123 1707 1880 1532 1272 579 1130 1033 218 438 1070 1808 792 1459 852 102 720 1423 50 836 303 45 1285 1923 1414 604 337 188 1878 772 156 1112 1613 185 925 1677 1043 1084 1555 1800 939 696 1805 1779 671 1995 427 338 1773 698 919 1920 1646 929 891 327 571 797 923 791 1134 1231 1000 355 1927 1098 801 581 502 1949 1490 446 1636 1842 1813
samples:	81 23 118 103 192 128 52 196 133 170 165 125 167 99 172 190 180 21 177 45
id:	9
genes:	252 810 1985 1098 1453 1416 268 423 213 1759 1842 1359 1062 1099 388 1733 1298 1457 308 693 425 79 1432 1923 724 413 1092 1927 942 875 1170 1673 546 1884 356 1537 911 494 1037 1155 403 1243 1922 254 1676 1952 730 885 2 1484 1929 678 937 877 1459 4 794 1846 355 1250 1520 970 1962 485 158 143 1449 271 1610 1095 1470 218 468 980 764 1529 1183 1451 1971 1693 431 959 1756 1907 1963 1906 1592 1997 1331 1688 487 573 1866 1776 767 301 1466 206 1357 1456
samples:	27 19 74 126 90 198 193 169 108 116 35 55 71 146 17 10 192 78 155 162
